"Date","Month","WaterYear","MonthDay","Time","Facility","Study","AcreFeet","MinutesPumping","SampleTimeLength","PrimaryDepth","PrimaryFlow","BayPump1","BayPump2","BayPump3","BayPump4","BayPump5","BuildingCode","FL","LengthFrequency","AdClip","Bay1","Bay2","Bay3","Bay4","Bay5","TotalWidth","Race","Salvage","Encounter","Entrain","Release","Loss","SampleDateTime","duplicateID","ArchiveID","LAD_KevinReece","GeneticAssignment","PosProb1","Group","Salvage_KevinReece","Loss_KevinReece"
NA,NA,2012,NA,NA,"CVP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-12 19:59:59,1,"U120044CVP","Winter","Winter",0.999929,"Winter","4","3.52"
NA,NA,2012,NA,NA,"CVP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-14 19:59:59,1,"U120051CVP","Winter","Winter",1,"Winter","4","3.52"
NA,NA,2012,NA,NA,"CVP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-18 22:00:00,1,"U120079CVP","Winter","Winter",1,"Winter","4","3.19"
NA,NA,2012,NA,NA,"SWP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-20 10:59:59,1,"U120079SWP","Winter","Winter",1,"Winter","4","18.18"
NA,NA,2012,NA,NA,"SWP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-20 10:59:59,1,"U120081SWP","Winter","Winter",1,"Winter","4","18.18"
NA,NA,2012,NA,NA,"SWP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-21 01:00:00,1,"U120083SWP","Winter","Winter",1,"Winter","4","18.18"
NA,NA,2012,NA,NA,"CVP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-21 16:00:00,1,"U120101CVP","Winter","Winter",1,"Winter","4","3.19"
NA,NA,2012,NA,NA,"CVP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-21 22:00:00,1,"U120108CVP","Winter","Winter",1,"Winter","4","3.19"
NA,NA,2012,NA,NA,"CVP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-21 22:00:00,1,"U120109CVP","Winter","Winter",1,"Winter","4","3.19"
NA,NA,2012,NA,NA,"CVP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-22 10:00:00,1,"U120114CVP","Winter","Winter",1,"Winter","3","2.39"
NA,NA,2012,NA,NA,"CVP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-23 10:00:00,1,"U120123CVP","Winter","Winter",0.86911,"Winter","1.5","1.19"
NA,NA,2012,NA,NA,"CVP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-23 13:59:59,1,"U120129CVP","Winter","Winter",1,"Winter","1","0.8"
NA,NA,2012,NA,NA,"CVP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-23 13:59:59,1,"U120130CVP","Winter","Winter",1,"Winter","1","0.8"
NA,NA,2012,NA,NA,"SWP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-24 16:00:00,1,"U120090SWP","Winter","Winter",1,"Winter","4","18.18"
NA,NA,2012,NA,NA,"CVP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-29 07:59:59,1,"U120170CVP","Winter","Winter",0.999875,"Winter","4","3.88"
NA,NA,2016,NA,NA,"CVP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-22 12:00:00,1,"C160106CVP","Winter","Winter",1,"Winter","4","2.88"
