"SampleTime","Facility","Species","Adipose Clip","LAD_Race","Count Duration (minutes)","Pumping Duration (minutes)","SampleFraction","Study Type","Length","ExpandedSalvage","LAD_Loss","duplicateID","ArchiveID","LAD_KevinReece","GeneticAssignment","PosProb1","Group","PosProb2","Best","Comments","Salvage_KevinReece","Loss_KevinReece"
2011-03-03 13:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",142,4,18.04,1,"U110192SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.04"
2011-03-03 14:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,190,0.16,"Normal count",124,6.33,4.12,1,"U110200CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"6.33","4.12"
2011-03-03 19:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",134,4,18.02,1,"U110193SWP","Winter","Winter",0.99952,"Winter",0.99952,"USacramentoRHwi",NA,"4","18.04"
2011-03-04 13:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",121,4,18.04,1,"U110194SWP","Winter","Winter",0.999933,"Winter",0.999933,"USacramentoRHwi",NA,"4","18.04"
2011-03-04 16:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",125,4,2.6,1,"U110206CVP","Winter","Winter",0.999969,"Winter",0.999969,"USacramentoRHwi",NA,"4","2.66"
2011-03-04 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",128,4,2.6,1,"U110208CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.66"
2011-03-04 21:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",153,4,17.99,1,"U110196SWP","Winter","Winter",0.999999,"Winter",0.999999,"USacramentoRHwi",NA,"4","17.989999999999998"
2011-03-06 02:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",130,4,2.6,1,"U110212CVP","Winter","Winter",0.999477,"Winter",0.999477,"USacramentoRHwi",NA,"4","2.66"
2011-03-06 15:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",137,4,18.02,1,"U110198SWP","Winter","Winter",0.999854,"Winter",0.999854,"USacramentoRHwi",NA,"4","18.02"
2011-03-07 04:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",130,4,2.6,1,"U110217CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.66"
2011-03-07 17:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",118,4,17.52,1,"U110203SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.52"
2011-03-07 21:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",110,4,17.54,1,"U110207SWP","Winter","Winter",0.999995,"Winter",0.999995,"USacramentoRHwi",NA,"4","17.54"
2011-03-07 21:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",153,4,17.54,1,"U110206SWP","Winter","Winter",0.999122,"Winter",0.999122,"USacramentoRHwi",NA,"4","17.54"
2011-03-07 23:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",149,4,17.54,1,"U110208SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.54"
2011-03-08 14:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",146,4,2.6,1,"U110224CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.66"
2011-03-09 04:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",120,4,2.6,1,"U110225CVP","Winter","Winter",0.996641,"Winter",0.996641,"USacramentoRHwi",NA,"4","2.66"
2011-03-09 09:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",120,4,18.06,1,"U110213SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.059999999999999"
2011-03-09 16:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,90,0.33,"Normal count",130,3,1.95,1,"U110229CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"3","1.95"
2011-03-10 18:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",134,4,2.6,1,"U110235CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.66"
2011-03-11 03:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",137,4,18.06,1,"U110217SWP","Winter","Winter",0.999996,"Winter",0.999996,"USacramentoRHwi",NA,"4","18.059999999999999"
2011-03-11 13:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",149,4,18.08,1,"U110218SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.079999999999998"
2011-03-11 14:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",116,4,2.6,1,"U110239CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.66"
2011-03-11 19:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",124,4,18.04,1,"U110220SWP","Winter","Winter",0.999998,"Winter",0.999998,"USacramentoRHwi",NA,"4","18.04"
2011-03-11 19:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",126,4,18.04,1,"U110221SWP","Winter","Winter",0.999695,"Winter",0.999695,"USacramentoRHwi",NA,"4","18.04"
2011-03-11 21:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",144,4,18.04,1,"U110222SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.04"
2011-03-12 02:00:00,"CVP","Chinook Salmon","Unclipped","Spring",30,120,0.25,"Normal count",68,4,2.33,1,"U110248CVP","Spring","Winter",0.999384,"Winter",0.999384,"USacramentoRHwi",NA,"4","2.33"
2011-03-12 10:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",111,4,2.6,1,"U110251CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.66"
2011-03-12 15:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",128,4,18.01,1,"U110226SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.010000000000002"
2011-03-12 17:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",133,4,17.99,1,"U110228SWP","Winter","Winter",0.999299,"Winter",0.999299,"USacramentoRHwi","Changed from 131","4","17.989999999999998"
2011-03-12 19:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",143,4,17.99,1,"U110229SWP","Winter","Winter",0.999998,"Winter",0.999998,"USacramentoRHwi",NA,"4","17.989999999999998"
2011-03-13 02:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",126,4,2.6,1,"U110263CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.66"
2011-03-13 02:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",135,4,2.6,1,"U110262CVP","Winter","Winter",0.999999,"Winter",0.999999,"USacramentoRHwi",NA,"4","2.66"
2011-03-13 04:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,60,0.5,"Normal count",145,2,1.3,1,"U110265CVP","Winter","Winter",0.999705,"Winter",0.999705,"USacramentoRHwi",NA,"2","1.3"
2011-03-13 06:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",127,4,2.6,1,"U110266CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.6"
2011-03-13 11:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",128,4,18.02,1,"U110230SWP","Winter","Winter",0.999999,"Winter",0.999999,"USacramentoRHwi",NA,"4","18.02"
2011-03-13 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",125,4,2.6,1,"U110269CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.6"
2011-03-13 21:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",119,4,17.94,1,"U110232SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.940000000000001"
2011-03-14 04:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",135,4,2.6,1,"U110274CVP","Winter","Winter",0.999997,"Winter",0.999997,"USacramentoRHwi",NA,"4","2.88"
2011-03-14 05:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",122,4,17.96,1,"U110233SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.96"
2011-03-14 10:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",140,4,2.88,1,"U110277CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2011-03-14 11:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",119,4,17.52,1,"U110234SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.52"
2011-03-14 13:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",132,4,17.52,1,"U110235SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.52"
2011-03-14 14:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",141,4,2.88,1,"U110278CVP","Winter","Winter",0.997712,"Winter",0.997712,"USacramentoRHwi",NA,"4","2.88"
2011-03-14 21:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",122,4,17.44,1,"U110238SWP","Winter","Winter",0.923084,"Winter",0.923084,"USacramentoRHwi",NA,"4","17.440000000000001"
2011-03-14 21:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",151,4,17.44,1,"U110236SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.440000000000001"
2011-03-15 02:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",130,4,2.88,1,"U110282CVP","Winter","Winter",1,"Winter",0.999927,"USacramentoRHwi",NA,"4","2.88"
2011-03-15 03:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",133,4,18.01,1,"U110242SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.440000000000001"
2011-03-15 04:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",134,4,2.88,1,"U110285CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2011-03-15 04:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",142,4,2.88,1,"U110284CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2011-03-15 10:00:00,"SWP","Chinook Salmon","Unclipped","Winter",NA,NA,NA,"Second flush",131,1,4.33,1,"U110243SWP","Winter","Winter",0.999994,"Winter",0.999994,"USacramentoRHwi",NA,"1","4.33"
2011-03-15 16:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",136,4,2.88,1,"U110288CVP","Winter","Winter",0.994594,"Winter",0.994594,"USacramentoRHwi",NA,"4","2.88"
2011-03-15 16:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",150,4,2.88,1,"U110289CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2011-03-16 04:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",110,4,2.88,1,"U110290CVP","Winter","Winter",0.999638,"Winter",0.999638,"USacramentoRHwi",NA,"4","2.88"
2011-03-16 09:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",133,4,18.04,1,"U110245SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.04"
2011-03-16 12:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",131,4,2.88,1,"U110291CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2011-03-16 15:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",147,4,18.06,1,"U110246SWP","Winter","Winter",0.999993,"Winter",0.999993,"USacramentoRHwi",NA,"4","17.440000000000001"
2011-03-16 19:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",124,4,18.01,1,"U110247SWP","Winter","Winter",0.985447,"Winter",0.985447,"USacramentoRHwi",NA,"4","18.010000000000002"
2011-03-16 21:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",139,4,18.04,1,"U110248SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.04"
2011-03-17 03:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",133,4,17.52,1,"U110251SWP","Winter","Winter",0.999869,"Winter",0.999869,"USacramentoRHwi","Changed from 1:00pm","4","17.52"
2011-03-17 08:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",138,4,2.88,1,"U110295CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2011-03-17 09:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",136,4,17.52,1,"U110252SWP","Winter","Winter",0.998335,"Winter",0.998335,"USacramentoRHwi","Changed from 7:00pm","4","17.52"
2011-03-17 23:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",154,4,17.49,1,"U110254SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi","Changed from 11:00am","4","17.489999999999998"
2011-03-18 04:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",135,4,2.88,1,"U110298CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2011-03-18 05:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",150,4,17.94,1,"U110258SWP","Winter","Winter",0.99994,"Winter",0.99994,"USacramentoRHwi","Changed from 15:00","4","17.940000000000001"
2011-03-18 11:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",120,4,17.94,1,"U110259SWP","Winter","Winter",0.999947,"Winter",0.999947,"USacramentoRHwi",NA,"4","17.940000000000001"
2011-03-18 13:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",139,4,18.04,1,"U110261SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi","Changed from 11:00am","4","17.940000000000001"
2011-03-19 02:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",144,4,2.88,1,"U110300CVP","Winter","Winter",0.999067,"Winter",0.999067,"USacramentoRHwi",NA,"4","2.88"
2011-03-19 04:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",135,4,2.88,1,"U110302CVP","Winter","Winter",0.999052,"Winter",0.999052,"USacramentoRHwi",NA,"4","2.88"
2011-03-19 06:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",140,4,2.88,1,"U110303CVP","Winter","Winter",0.999998,"Winter",0.999998,"USacramentoRHwi",NA,"4","2.88"
2011-03-19 06:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",142,4,2.88,1,"U110304CVP","Winter","Winter",0.998299,"Winter",0.998299,"USacramentoRHwi",NA,"4","2.88"
2011-03-19 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",137,4,2.88,1,"U110308CVP","Winter","Winter",0.999999,"Winter",0.999999,"USacramentoRHwi",NA,"4","2.88"
2011-03-19 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",138,4,2.88,1,"U110307CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2011-03-19 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",141,4,2.88,1,"U110310CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2011-03-20 02:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",135,4,2.88,1,"U110311CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2011-03-20 03:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",136,4,17.57,1,"U110036SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi","Changed from 13:00","4","17.57"
2011-03-20 08:00:00,"CVP","Chinook Salmon","Unclipped","Spring",30,120,0.25,"Normal count",107,4,2.88,1,"U110315CVP","Spring","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2011-03-20 09:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",134,4,17.41,1,"U110040SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi","Changed from 19:00","4","17.41"
2011-03-20 15:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",125,4,17.41,1,"U110042SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi","Changed from 13:00","4","17.41"
2011-03-21 03:00:00,"SWP","Chinook Salmon","Unclipped","Spring",30,120,0.25,"Normal count",108,4,17.94,1,"U110046SWP","Spring","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.940000000000001"
2011-03-21 22:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",120,4,2.88,1,"U110321CVP","Winter","Winter",0.999997,"Winter",0.999997,"USacramentoRHwi",NA,"4","2.88"
