"Date","Month","WaterYear","MonthDay","Time","Facility","Study","AcreFeet","MinutesPumping","SampleTimeLength","PrimaryDepth","PrimaryFlow","BayPump1","BayPump2","BayPump3","BayPump4","BayPump5","BuildingCode","FL","LengthFrequency","AdClip","Bay1","Bay2","Bay3","Bay4","Bay5","TotalWidth","Race","Salvage","Encounter","Entrain","Release","Loss","SampleDateTime","duplicateID","ArchiveID","LAD_KevinReece","GeneticAssignment","PosProb1","Group","Salvage_KevinReece","Loss_KevinReece"
"2/8/2010",2,2010,"8-Feb","16:00:00","CVP",0,8182,120,30,20.1,4221,TRUE,TRUE,TRUE,TRUE,FALSE,"F",120,1,FALSE,21,21,43,43,0,84,"W",2,2.806032971,3.30121526,2,1.30121526,2010-02-08 16:00:00,1,"U100011CVP","W","Winter",1,"Winter","4","2.60243052"
"2/11/2010",2,2010,"11-Feb","4:00:00","CVP",0,7320,120,30,17.4,3654,TRUE,TRUE,TRUE,TRUE,FALSE,"F",138,1,FALSE,21,21,43,43,0,84,"W",4,5.612065942,6.60243052,4,2.60243052,2010-02-11 04:00:00,1,"U100017CVP","W","Winter",1,"Winter","4","2.60243052"
"2/11/2010",2,2010,"11-Feb","10:00:00","CVP",0,7320,120,30,18.2,3058,TRUE,TRUE,TRUE,TRUE,FALSE,"F",126,1,FALSE,21,21,43,43,0,84,"W",1.33333333333333,1.949844684,2.29393492233333,1.33333333333333,0.960601589,2010-02-11 10:00:00,1,"U100018CVP","W","Winter",1,"Winter","4","2.8818047670000002"
"2/11/2010",2,2010,"11-Feb","16:00:00","CVP",0,7320,120,30,19.6,3293,TRUE,TRUE,TRUE,TRUE,FALSE,"F",112,1,FALSE,21,21,43,43,0,84,"W",1.33333333333333,1.94986782533333,2.29396214733333,1.33333333333333,0.960628814,2010-02-11 16:00:00,1,"U100020CVP","W","Winter",1,"Winter","4","2.8818864419999999"
"2/11/2010",2,2010,"11-Feb","22:00:00","CVP",0,7320,120,30,18.5,3108,TRUE,TRUE,TRUE,TRUE,FALSE,"F",120,1,FALSE,21,21,43,43,0,84,"W",4,5.849663644,6.881957229,4,2.881957229,2010-02-11 22:00:00,1,"U100022CVP","W","Winter",1,"Winter","4","2.8819572290000002"
"2/12/2010",2,2010,"12-Feb","20:00:00","CVP",0,6882,120,30,19.8,3326,TRUE,TRUE,TRUE,TRUE,FALSE,"F",117,1,FALSE,21,21,43,43,0,84,"W",4,5.84978277,6.882097376,4,2.882097376,2010-02-12 20:00:00,1,"U100026CVP","W","Winter",1,"Winter","4","2.8820973759999999"
"2/12/2010",2,2010,"12-Feb","11:30:00","CVP",9999,6882,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,"F",109,1,FALSE,0,0,0,0,0,84,"W",1,NA,NA,1,0.569,2010-02-12 11:30:00,1,"U100024CVP","W","Winter",1,"Winter","1","0.56899999999999995"
"2/13/2010",2,2010,"13-Feb","8:00:00","SWP",0,5146,60,30,18.3,3390,FALSE,FALSE,FALSE,TRUE,TRUE,"OS",115,1,FALSE,0,0,0,43,21,64,"W",2,2.7189072,10.8756288,2,8.8756288,2010-02-13 08:00:00,1,"U100084SWP","W","Winter",1,"Winter","2","8.8756287999999994"
"2/14/2010",2,2010,"14-Feb","12:00:00","CVP",0,6869,75,30,17.8,2990,TRUE,TRUE,TRUE,TRUE,FALSE,"F",100,1,FALSE,21,21,43,43,0,84,"W",2.5,3.430358582,4.035715978,2.45,1.585715978,2010-02-14 12:00:00,1,"U100029CVP","W","Winter",1,"Winter","2.5","1.5857159780000001"
"2/15/2010",2,2010,"15-Feb","18:00:00","CVP",0,6863,120,30,18.8,3158,TRUE,TRUE,TRUE,TRUE,FALSE,"F",115,1,FALSE,21,21,43,43,0,84,"W",4,5.849789106,6.882104831,4,2.882104831,2010-02-15 18:00:00,1,"U100035CVP","W","Winter",1,"Winter","4","2.8821048309999999"
"2/19/2010",2,2010,"19-Feb","9:00:00","SWP",0,6773,120,30,18.3,4520,TRUE,TRUE,TRUE,FALSE,FALSE,"NS",111,1,FALSE,21,21,43,0,0,85,"W",4,5.432960308,21.73184123,4,17.73184123,2010-02-19 09:00:00,1,"U100019SWP","W","Winter",1,"Winter","4","17.731841230000001"
"2/19/2010",2,2010,"19-Feb","23:59:00","CVP",0,8354,120,30,18.7,3927,TRUE,TRUE,TRUE,TRUE,FALSE,"F",102,1,FALSE,21,21,43,43,0,84,"W",4,5.612065942,6.60243052,4,2.60243052,2010-02-19 23:59:00,1,"U100041CVP","W","Winter",1,"Winter","4","2.60243052"
"2/19/2010",2,2010,"19-Feb","1:00:00","SWP",0,6773,60,30,18.3,7530,TRUE,TRUE,TRUE,TRUE,FALSE,"OS",121,1,FALSE,21,21,43,43,0,128,"W",2,2.652068515,10.60827406,2,8.60827406,2010-02-19 01:00:00,1,"U100085SWP","W","Winter",1,"Winter","2","8.6082740599999994"
"2/21/2010",2,2010,"21-Feb","23:00:00","SWP",0,5898,60,30,18.4,4520,TRUE,TRUE,TRUE,FALSE,FALSE,"NS",118,1,FALSE,21,21,43,0,0,85,"W",1,1.359929047,5.43971619,1,4.4397161885,2010-02-21 23:00:00,1,"U100021SWP","W","Winter",1,"Winter","2","8.8794323770000005"
"2/22/2010",2,2010,"22-Feb","10:00:00","CVP",0,7553,120,30,19.1,3209,TRUE,TRUE,TRUE,TRUE,FALSE,"F",125,1,FALSE,21,21,43,43,0,84,"W",4,5.849601901,6.881884589,4,2.881884589,2010-02-22 10:00:00,1,"U100042CVP","W","Winter",1,"Winter","4","2.8818845890000002"
"2/23/2010",2,2010,"23-Feb","14:00:00","CVP",0,7344,120,30,20.3,3410,TRUE,TRUE,TRUE,TRUE,FALSE,"F",107,1,FALSE,21,21,43,43,0,84,"W",2,2.924889918,3.441046962,2,1.441046962,2010-02-23 14:00:00,1,"U100043CVP","W","Winter",1,"Winter","4","2.8820939239999999"
"2/24/2010",2,2010,"24-Feb","18:00:00","CVP",0,7273,120,30,19.8,3326,TRUE,TRUE,TRUE,TRUE,FALSE,"F",120,1,FALSE,21,21,43,43,0,84,"W",1.33333333333333,1.94992759,2.29403245866667,1.33333333333333,0.960699125333333,2010-02-24 18:00:00,1,"U100073CVP","W","Winter",1,"Winter","4","2.8820973759999999"
"2/24/2010",2,2010,"24-Feb","18:00:00","CVP",0,7273,120,30,19.8,3326,TRUE,TRUE,TRUE,TRUE,FALSE,"F",148,2,FALSE,21,21,43,43,0,84,"W",2.66666666666667,3.89985518,4.58806491666667,2.66666666666667,1.921398251,2010-02-24 18:00:00,1,"U100074CVP","W","Winter",1,"Winter","4","2.8820973765"
"2/24/2010",2,2010,"24-Feb","16:00:00","CVP",0,7273,120,30,20.9,3511,TRUE,TRUE,TRUE,TRUE,FALSE,"F",108,1,FALSE,21,21,43,43,0,84,"W",1,1.462430018,1.7205059035,1,0.7205059035,2010-02-24 16:00:00,1,"U100072CVP","W","Winter",1,"Winter","4","2.882023614"
"2/24/2010",2,2010,"24-Feb","16:00:00","CVP",0,7273,120,30,20.9,3511,TRUE,TRUE,TRUE,TRUE,FALSE,"F",102,1,FALSE,21,21,43,43,0,84,"W",1,1.462430018,1.7205059035,1,0.7205059035,2010-02-24 16:00:00,1,"U100071CVP","W","Winter",1,"Winter","4","2.882023614"
"2/25/2010",2,2010,"25-Feb","12:00:00","CVP",0,7357,90,30,18.5,3108,TRUE,TRUE,TRUE,TRUE,FALSE,"F",130,1,FALSE,21,21,43,43,0,84,"W",1.5,2.1936238665,2.5807339605,1.5,1.0807339605,2010-02-25 12:00:00,1,"U100077CVP","W","Winter",1,"Winter","3","2.1614679209999998"
"2/25/2010",2,2010,"25-Feb","12:00:00","CVP",0,7357,90,30,18.5,3108,TRUE,TRUE,TRUE,TRUE,FALSE,"F",132,1,FALSE,21,21,43,43,0,84,"W",1.5,2.1936238665,2.5807339605,1.5,1.0807339605,2010-02-25 12:00:00,1,"U100078CVP","W","Winter",1,"Winter","3","2.1614679209999998"
"2/25/2010",2,2010,"25-Feb","18:00:00","CVP",0,7357,120,30,20.1,3377,TRUE,TRUE,TRUE,TRUE,FALSE,"F",106,1,FALSE,21,21,43,43,0,84,"W",4,5.849604972,6.881888203,4,2.881888203,2010-02-25 18:00:00,1,"U100080CVP","W","Winter",1,"Winter","4","2.8818882029999999"
"2/25/2010",2,2010,"25-Feb","16:00:00","CVP",0,7357,120,30,20.5,3444,TRUE,TRUE,TRUE,TRUE,FALSE,"F",119,1,FALSE,21,21,43,43,0,84,"W",4,5.849663644,6.881957229,4,2.881957229,2010-02-25 16:00:00,1,"U100079CVP","W","Winter",1,"Winter","4","2.8819572290000002"
"2/26/2010",2,2010,"26-Feb","14:00:00","CVP",0,7367,120,30,18.7,3142,TRUE,TRUE,TRUE,TRUE,FALSE,"F",113,1,FALSE,21,21,43,43,0,84,"W",1.33333333333333,1.949845839,2.293936281,1.33333333333333,0.960602947666667,2010-02-26 14:00:00,1,"U100084CVP","W","Winter",1,"Winter","4","2.881808843"
"2/26/2010",2,2010,"26-Feb","14:00:00","CVP",0,7367,120,30,18.7,3142,TRUE,TRUE,TRUE,TRUE,FALSE,"F",111,1,FALSE,21,21,43,43,0,84,"W",1.33333333333333,1.949845839,2.293936281,1.33333333333333,0.960602947666667,2010-02-26 14:00:00,1,"U100085CVP","W","Winter",1,"Winter","4","2.881808843"
"2/26/2010",2,2010,"26-Feb","18:00:00","CVP",0,7367,120,30,20.7,3478,TRUE,TRUE,TRUE,TRUE,FALSE,"F",114,1,FALSE,21,21,43,43,0,84,"W",2,2.9247748515,3.44091159,2,1.44091159,2010-02-26 18:00:00,1,"U100086CVP","W","Winter",1,"Winter","4","2.88182318"
"2/26/2010",2,2010,"26-Feb","8:00:00","CVP",0,7367,120,30,18.4,3091,TRUE,TRUE,TRUE,TRUE,FALSE,"F",115,1,FALSE,21,21,43,43,0,84,"W",4,5.849727738,6.882032633,4,2.882032633,2010-02-26 08:00:00,1,"U100083CVP","W","Winter",1,"Winter","4","2.8820326330000001"
"2/26/2010",2,2010,"26-Feb","4:00:00","CVP",0,7367,120,30,17.5,2940,TRUE,TRUE,TRUE,TRUE,FALSE,"F",127,1,FALSE,21,21,43,43,0,84,"W",4,5.849663644,6.881957229,4,2.881957229,2010-02-26 04:00:00,1,"U100082CVP","W","Winter",0.976,"Winter","4","2.8819572290000002"
"2/27/2010",2,2010,"27-Feb","4:00:00","CVP",0,7473,120,30,18.1,3041,TRUE,TRUE,TRUE,TRUE,FALSE,"F",118,1,FALSE,21,21,43,43,0,84,"W",2,2.9247992445,3.440940288,2,1.440940288,2010-02-27 04:00:00,1,"U100088CVP","W","Winter",1,"Winter","4","2.8818805759999999"
"2/27/2010",2,2010,"27-Feb","4:00:00","CVP",0,7473,120,30,18.1,3041,TRUE,TRUE,TRUE,TRUE,FALSE,"F",127,1,FALSE,21,21,43,43,0,84,"W",2,2.9247992445,3.440940288,2,1.440940288,2010-02-27 04:00:00,1,"U100089CVP","W","Winter",1,"Winter","4","2.8818805759999999"
"2/27/2010",2,2010,"27-Feb","2:00:00","CVP",0,7473,120,30,17.5,2940,TRUE,TRUE,TRUE,TRUE,FALSE,"F",129,1,FALSE,21,21,43,43,0,84,"W",4,5.849663644,6.881957229,4,2.881957229,2010-02-27 02:00:00,1,"U100087CVP","W","Winter",1,"Winter","4","2.8819572290000002"
"2/28/2010",2,2010,"28-Feb","6:00:00","CVP",0,7321,120,30,18.9,3175,TRUE,TRUE,TRUE,TRUE,FALSE,"F",120,1,FALSE,21,21,43,43,0,84,"W",4,5.849726043,6.882030639,4,2.882030639,2010-02-28 06:00:00,1,"U100096CVP","W","Winter",1,"Winter","4","2.8820306389999999"
"2/28/2010",2,2010,"28-Feb","22:00:00","CVP",0,7321,120,30,19.4,3259,TRUE,TRUE,TRUE,TRUE,FALSE,"F",104,1,FALSE,21,21,43,43,0,84,"W",4,5.849724435,6.882028747,4,2.882028747,2010-02-28 22:00:00,1,"U100101CVP","W","Winter",1,"Winter","4","2.8820287470000001"
"2/28/2010",2,2010,"28-Feb","23:59:00","CVP",0,7321,120,30,18.2,3058,TRUE,TRUE,TRUE,TRUE,FALSE,"F",134,1,FALSE,21,21,43,43,0,84,"W",4,5.849534052,6.881804767,4,2.881804767,2010-02-28 23:59:00,1,"U100098CVP","W","Winter",1,"Winter","4","2.8818047670000002"
"3/1/2010",3,2010,"1-Mar","4:00:00","CVP",0,7376,120,30,17.4,2923,TRUE,TRUE,TRUE,TRUE,FALSE,"F",121,1,FALSE,21,21,43,43,0,84,"W",4,5.849731422,6.882036967,4,2.882036967,2010-03-01 04:00:00,1,"U100099CVP","W","Winter",1,"Winter","4","2.8820369669999999"
"3/1/2010",3,2010,"1-Mar","10:00:00","CVP",0,7376,120,30,19.1,3209,TRUE,TRUE,TRUE,TRUE,FALSE,"F",105,1,FALSE,21,21,43,43,0,84,"W",4,5.849601901,6.881884589,4,2.881884589,2010-03-01 10:00:00,1,"U100103CVP","W","Winter",1,"Winter","4","2.8818845890000002"
"3/1/2010",3,2010,"1-Mar","23:59:00","SWP",0,7602,60,30,19.1,7910,TRUE,TRUE,TRUE,TRUE,FALSE,"NS",118,1,FALSE,21,21,43,43,0,128,"W",2,2.647842666,10.59137066,2,8.591370663,2010-03-01 23:59:00,1,"U100027SWP","W","Winter",1,"Winter","2","8.5913706629999993"
"3/1/2010",3,2010,"1-Mar","3:00:00","SWP",0,7602,120,30,19.1,7910,TRUE,TRUE,TRUE,TRUE,FALSE,"OS",122,1,FALSE,21,21,43,43,0,128,"W",4,5.295685331,21.18274133,4,17.18274133,2010-03-01 03:00:00,1,"U100088SWP","W","Winter",1,"Winter","4","17.182741329999999"
"3/1/2010",3,2010,"1-Mar","20:00:00","CVP",0,7376,120,30,19.9,3343,TRUE,TRUE,TRUE,TRUE,FALSE,"F",115,1,FALSE,21,21,43,43,0,84,"W",4,5.849722907,6.88202695,4,2.88202695,2010-03-01 20:00:00,1,"U100105CVP","W","Winter",1,"Winter","4","2.8820269500000002"
"3/1/2010",3,2010,"1-Mar","6:00:00","CVP",0,7376,120,30,18.2,3058,TRUE,TRUE,TRUE,TRUE,FALSE,"F",124,1,FALSE,21,21,43,43,0,84,"W",4,5.849534052,6.881804767,4,2.881804767,2010-03-01 06:00:00,1,"U100100CVP","W","Winter",1,"Winter","4","2.8818047670000002"
"3/1/2010",3,2010,"1-Mar","23:00:00","SWP",0,7602,60,30,19.1,5650,TRUE,TRUE,TRUE,FALSE,FALSE,"NS",112,1,FALSE,21,21,43,0,0,85,"W",2,2.599090839,10.39636335,2,8.396363354,2010-03-01 23:00:00,1,"U100026SWP","W","Winter",1,"Winter","4","8.396363354"
"3/1/2010",3,2010,"1-Mar","21:00:00","SWP",0,7602,120,30,19.2,2635,FALSE,FALSE,TRUE,FALSE,FALSE,"NS",119,1,FALSE,0,0,43,0,0,43,"W",4,5.313533727,21.25413491,4,17.25413491,2010-03-01 21:00:00,1,"U100025SWP","W","Winter",1,"Winter","4","17.254134910000001"
"3/2/2010",3,2010,"2-Mar","16:00:00","CVP",0,8279,120,30,17.6,3696,TRUE,TRUE,TRUE,TRUE,FALSE,"F",112,1,FALSE,21,21,43,43,0,84,"W",1,1.4030164855,1.65060763,1,0.65060763,2010-03-02 16:00:00,1,"U100115CVP","W","Winter",1,"Winter","4","2.60243052"
"3/2/2010",3,2010,"2-Mar","16:00:00","CVP",0,8279,120,30,17.6,3696,TRUE,TRUE,TRUE,TRUE,FALSE,"F",117,1,FALSE,21,21,43,43,0,84,"W",1,1.4030164855,1.65060763,1,0.65060763,2010-03-02 16:00:00,1,"U100113CVP","W","Winter",1,"Winter","4","2.60243052"
"3/2/2010",3,2010,"2-Mar","16:00:00","CVP",0,8279,120,30,17.6,3696,TRUE,TRUE,TRUE,TRUE,FALSE,"F",122,1,FALSE,21,21,43,43,0,84,"W",1,1.4030164855,1.65060763,1,0.65060763,2010-03-02 16:00:00,1,"U100114CVP","W","Winter",1,"Winter","4","2.60243052"
"3/2/2010",3,2010,"2-Mar","8:00:00","CVP",0,8279,120,30,19.3,4053,TRUE,TRUE,TRUE,TRUE,FALSE,"F",145,1,FALSE,21,21,43,43,0,84,"W",1.33333333333333,1.87068864733333,2.20081017333333,1.33333333333333,0.86747684,2010-03-02 08:00:00,1,"U100109CVP","W","Winter",1,"Winter","4","2.60243052"
"3/2/2010",3,2010,"2-Mar","8:00:00","CVP",0,8279,120,30,19.3,4053,TRUE,TRUE,TRUE,TRUE,FALSE,"F",125,1,FALSE,21,21,43,43,0,84,"W",1.33333333333333,1.87068864733333,2.20081017333333,1.33333333333333,0.86747684,2010-03-02 08:00:00,1,"U100110CVP","W","Winter",1,"Winter","4","2.60243052"
"3/2/2010",3,2010,"2-Mar","6:00:00","CVP",0,8279,120,30,18.3,3074,TRUE,TRUE,TRUE,TRUE,FALSE,"F",158,1,TRUE,21,21,43,43,0,84,"W",2,2.924896267,3.441054432,2,1.441054432,2010-03-02 06:00:00,1,"U100159CVP","W","Winter",1,"Winter","4","2.8821088640000001"
"3/2/2010",3,2010,"2-Mar","6:00:00","CVP",0,8279,120,30,18.3,3074,TRUE,TRUE,TRUE,TRUE,FALSE,"F",117,1,FALSE,21,21,43,43,0,84,"W",2,2.924896267,3.441054432,2,1.441054432,2010-03-02 06:00:00,1,"U100108CVP","W","Winter",1,"Winter","4","2.8821088640000001"
"3/2/2010",3,2010,"2-Mar","16:00:00","SWP",9999,7846,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,"OS",119,1,FALSE,0,0,0,0,0,0,"W",0.5,NA,NA,0.5,2.165,2010-03-02 16:00:00,1,"U100089SWP","W","Winter",1,"Winter","1","4.33"
"3/2/2010",3,2010,"2-Mar","9:00:00","SWP",0,7846,120,30,19.5,3390,FALSE,TRUE,TRUE,FALSE,FALSE,"NS",118,1,FALSE,0,21,43,0,0,64,"W",4,5.515138458,22.06055383,4,18.06055383,2010-03-02 09:00:00,1,"U100028SWP","W","Winter",1,"Winter","4","18.06055383"
"3/2/2010",3,2010,"2-Mar","4:00:00","CVP",0,8279,120,30,17.3,2906,TRUE,TRUE,TRUE,TRUE,FALSE,"F",120,1,FALSE,21,21,43,43,0,84,"W",2,2.9248999925,3.4410588145,2,1.4410588145,2010-03-02 04:00:00,1,"U100106CVP","W","Winter",1,"Winter","4","2.8821176290000001"
"3/2/2010",3,2010,"2-Mar","4:00:00","CVP",0,8279,120,30,17.3,2906,TRUE,TRUE,TRUE,TRUE,FALSE,"F",112,1,FALSE,21,21,43,43,0,84,"W",2,2.9248999925,3.4410588145,2,1.4410588145,2010-03-02 04:00:00,1,"U100107CVP","W","Winter",1,"Winter","4","2.8821176290000001"
"3/2/2010",3,2010,"2-Mar","18:00:00","CVP",0,8279,120,30,18.4,3864,TRUE,TRUE,TRUE,TRUE,FALSE,"F",115,1,FALSE,21,21,43,43,0,84,"W",2,2.806032971,3.30121526,2,1.30121526,2010-03-02 18:00:00,1,"U100116CVP","W","Winter",1,"Winter","4","2.60243052"
"3/3/2010",3,2010,"3-Mar","3:00:00","SWP",0,7960,120,30,19,7910,TRUE,TRUE,TRUE,TRUE,FALSE,"NS",126,1,FALSE,21,21,43,43,0,128,"W",2,2.644390863,10.577563455,2,8.577563455,2010-03-03 03:00:00,1,"U100029SWP","W","Winter",1,"Winter","4","17.15512691"
"3/3/2010",3,2010,"3-Mar","7:00:00","SWP",0,7960,120,30,19,7910,TRUE,TRUE,TRUE,TRUE,FALSE,"NS",121,1,FALSE,21,21,43,43,0,128,"W",2,2.644390863,10.577563455,2,8.577563455,2010-03-03 07:00:00,1,"U100031SWP","W","Winter",1,"Winter","4","17.15512691"
"3/3/2010",3,2010,"3-Mar","7:00:00","SWP",0,7960,120,30,19,7910,TRUE,TRUE,TRUE,TRUE,FALSE,"NS",116,1,FALSE,21,21,43,43,0,128,"W",2,2.644390863,10.577563455,2,8.577563455,2010-03-03 07:00:00,1,"U100032SWP","W","Winter",1,"Winter","4","17.15512691"
"3/3/2010",3,2010,"3-Mar","14:00:00","CVP",0,8193,120,30,17.9,3759,TRUE,TRUE,TRUE,TRUE,FALSE,"F",108,1,FALSE,21,21,43,43,0,84,"W",4,5.612065942,6.60243052,4,2.60243052,2010-03-03 14:00:00,1,"U100117CVP","W","Winter",1,"Winter","4","2.60243052"
"3/3/2010",3,2010,"3-Mar","18:00:00","CVP",0,8193,120,30,18.1,3801,TRUE,TRUE,TRUE,TRUE,FALSE,"F",124,1,FALSE,21,21,43,43,0,84,"W",1.33333333333333,1.87068864733333,2.20081017333333,1.33333333333333,0.86747684,2010-03-03 18:00:00,1,"U100119CVP","W","Winter",1,"Winter","4","2.60243052"
"3/3/2010",3,2010,"3-Mar","18:00:00","CVP",0,8193,120,30,18.1,3801,TRUE,TRUE,TRUE,TRUE,FALSE,"F",118,1,FALSE,21,21,43,43,0,84,"W",1.33333333333333,1.87068864733333,2.20081017333333,1.33333333333333,0.86747684,2010-03-03 18:00:00,1,"U100120CVP","W","Winter",1,"Winter","4","2.60243052"
"3/3/2010",3,2010,"3-Mar","18:00:00","CVP",0,8193,120,30,18.1,3801,TRUE,TRUE,TRUE,TRUE,FALSE,"F",121,1,FALSE,21,21,43,43,0,84,"W",1.33333333333333,1.87068864733333,2.20081017333333,1.33333333333333,0.86747684,2010-03-03 18:00:00,1,"U100118CVP","W","Winter",1,"Winter","4","2.60243052"
"3/3/2010",3,2010,"3-Mar","13:00:00","SWP",0,7960,120,30,19.4,3390,FALSE,TRUE,TRUE,FALSE,FALSE,"NS",128,1,FALSE,0,21,43,0,0,64,"W",4,5.508980601,22.0359224,4,18.0359224,2010-03-03 13:00:00,1,"U100033SWP","W","Winter",1,"Winter","4","18.0359224"
"3/4/2010",3,2010,"4-Mar","14:00:00","CVP",0,8241,120,30,18.2,3822,TRUE,TRUE,TRUE,TRUE,FALSE,"F",110,1,FALSE,21,21,43,43,0,84,"W",4,5.612065942,6.60243052,4,2.60243052,2010-03-04 14:00:00,1,"U100122CVP","W","Winter",1,"Winter","4","2.60243052"
"3/4/2010",3,2010,"4-Mar","4:00:00","CVP",0,8241,120,30,17.1,3591,TRUE,TRUE,TRUE,TRUE,FALSE,"F",126,1,FALSE,21,21,43,43,0,84,"W",4,5.612065942,6.60243052,4,2.60243052,2010-03-04 04:00:00,1,"U100121CVP","W","Winter",1,"Winter","4","2.60243052"
"3/4/2010",3,2010,"4-Mar","18:00:00","CVP",0,8241,120,30,17.5,3675,TRUE,TRUE,TRUE,TRUE,FALSE,"F",119,1,FALSE,21,21,43,43,0,84,"W",4,5.612065942,6.60243052,4,2.60243052,2010-03-04 18:00:00,1,"U100123CVP","W","Winter",1,"Winter","4","2.60243052"
"3/5/2010",3,2010,"5-Mar","6:00:00","CVP",0,8255,120,30,17.3,3633,TRUE,TRUE,TRUE,TRUE,FALSE,"F",116,1,FALSE,21,21,43,43,0,84,"W",4,5.612065942,6.60243052,4,2.60243052,2010-03-05 06:00:00,1,"U100125CVP","W","Winter",1,"Winter","4","2.60243052"
"3/5/2010",3,2010,"5-Mar","23:00:00","SWP",0,7646,60,30,19.1,4520,TRUE,TRUE,TRUE,FALSE,FALSE,"NS",121,1,FALSE,21,21,43,0,0,85,"W",2,2.742732224,10.9709289,2,8.970928897,2010-03-05 23:00:00,1,"U100035SWP","W","Winter",1,"Winter","2","8.9709288970000003"
