"SampleTime","Facility","Species","Adipose Clip","LAD_Race","Count Duration (minutes)","Pumping Duration (minutes)","SampleFraction","Study Type","Length","ExpandedSalvage","LAD_Loss","duplicateID","ID","SampleDate","Julian","GeneticID","PosProb","Ots28","LengthByDate"
2011-05-03 16:30:00,"CVP",NA,NA,NA,NA,NA,NA,NA,83,NA,NA,1,"U110777CVP","5/3/2011",308,"Fall/LateFall",1,"","Fall"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,94,NA,NA,1,"U110742CVP","5/3/2011",308,"Fall/LateFall",1,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,96,NA,NA,3,"U110727CVP","5/3/2011",308,"Fall/LateFall",0.984,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,97,NA,NA,3,"U110729CVP","5/3/2011",308,"Fall/LateFall",1,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,97,NA,NA,4,"U110752CVP","5/3/2011",308,"Fall/LateFall",0.999,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,98,NA,NA,3,"U110753CVP","5/3/2011",308,"Fall/LateFall",1,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,100,NA,NA,3,"U110743CVP","5/3/2011",308,"Fall/LateFall",0.998,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,100,NA,NA,4,"U110744CVP","5/3/2011",308,"Fall/LateFall",0.993,"","Spring"
2011-05-03 16:30:00,"CVP",NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,"U110775CVP","5/3/2011",308,"Fall/LateFall",0.982,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,102,NA,NA,1,"U110730CVP","5/3/2011",308,"Fall/LateFall",0.964,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,102,NA,NA,2,"U110739CVP","5/3/2011",308,"Fall/LateFall",0.995,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,102,NA,NA,3,"U110756CVP","5/3/2011",308,"Fall/LateFall",0.999,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,103,NA,NA,1,"U110736CVP","5/3/2011",308,"Fall/LateFall",0.995,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,104,NA,NA,1,"U110741CVP","5/3/2011",308,"Fall/LateFall",0.999,"","Spring"
2011-05-03 12:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,107,NA,NA,1,"U110759CVP","5/3/2011",308,"Fall/LateFall",0.998,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,107,NA,NA,2,"U110724CVP","5/3/2011",308,"Fall/LateFall",0.973,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,107,NA,NA,3,"U110738CVP","5/3/2011",308,"Fall/LateFall",0.535,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,109,NA,NA,2,"U110747CVP","5/3/2011",308,"Fall/LateFall",0.999,"","Spring"
2011-05-03 16:30:00,"CVP",NA,NA,NA,NA,NA,NA,NA,109,NA,NA,1,"U110776CVP","5/3/2011",308,"Fall/LateFall",0.991,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,110,NA,NA,1,"U110726CVP","5/3/2011",308,"Fall/LateFall",0.998,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,118,NA,NA,1,"U110740CVP","5/3/2011",308,"Fall/LateFall",1,"","Spring"
2011-05-03 12:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,145,NA,NA,1,"U110732CVP","5/3/2011",308,"Fall/LateFall",0.992,"","Spring"
2011-05-06 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,97,NA,NA,1,"U111146CVP","5/6/2011",310,"Fall/LateFall",0.694,"","Spring"
2011-05-06 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,"U111147CVP","5/6/2011",310,"Fall/LateFall",0.98,"","Spring"
2011-05-06 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,103,NA,NA,1,"U111148CVP","5/6/2011",311,"Fall/LateFall",0.928,"","Spring"
2011-05-07 04:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,103,NA,NA,1,"U111156CVP","5/7/2011",311,"Fall/LateFall",0.619,"","Spring"
2011-05-09 15:30:00,"CVP",NA,NA,NA,NA,NA,NA,NA,97,NA,NA,1,"U111269CVP","5/9/2011",313,"Spring",0.575,"","Spring"
2011-05-09 15:30:00,"CVP",NA,NA,NA,NA,NA,NA,NA,103,NA,NA,1,"U111267CVP","5/9/2011",314,"Fall/LateFall",1,"","Spring"
2011-05-10 13:59:00,"CVP",NA,NA,NA,NA,NA,NA,NA,96,NA,NA,1,"U111323CVP","5/10/2011",314,"Fall/LateFall",0.978,"","Spring"
2011-05-11 09:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,93,NA,NA,1,"U111355CVP","5/11/2011",315,"Fall/LateFall",0.969,"","Fall"
2011-05-11 07:45:00,"CVP",NA,NA,NA,NA,NA,NA,NA,101,NA,NA,1,"U111342CVP","5/11/2011",315,"Fall/LateFall",1,"","Spring"
2011-05-11 07:45:00,"CVP",NA,NA,NA,NA,NA,NA,NA,102,NA,NA,1,"U111344CVP","5/11/2011",315,"Fall/LateFall",0.962,"","Spring"
2011-05-11 12:05:00,"CVP",NA,NA,NA,NA,NA,NA,NA,103,NA,NA,1,"U111362CVP","5/11/2011",315,"Fall/LateFall",0.997,"","Spring"
2011-05-11 07:45:00,"CVP",NA,NA,NA,NA,NA,NA,NA,104,NA,NA,1,"U111341CVP","5/11/2011",315,"Fall/LateFall",1,"","Spring"
2011-05-11 07:45:00,"CVP",NA,NA,NA,NA,NA,NA,NA,105,NA,NA,1,"U111339CVP","5/11/2011",315,"Fall/LateFall",1,"","Spring"
2011-05-11 07:45:00,"CVP",NA,NA,NA,NA,NA,NA,NA,106,NA,NA,1,"U111343CVP","5/11/2011",315,"Spring",0.724,"","Spring"
2011-05-11 07:45:00,"CVP",NA,NA,NA,NA,NA,NA,NA,106,NA,NA,2,"U111338CVP","5/11/2011",315,"Fall/LateFall",1,"","Spring"
2011-05-11 09:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,107,NA,NA,1,"U111354CVP","5/11/2011",315,"Fall/LateFall",0.999,"","Spring"
2011-05-11 09:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,107,NA,NA,2,"U111356CVP","5/11/2011",315,"Fall/LateFall",0.986,"","Spring"
2011-05-11 12:05:00,"CVP",NA,NA,NA,NA,NA,NA,NA,107,NA,NA,1,"U111361CVP","5/11/2011",315,"Fall/LateFall",0.991,"","Spring"
2011-05-11 09:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,108,NA,NA,1,"U111353CVP","5/11/2011",315,"Fall/LateFall",0.961,"","Spring"
2011-05-11 09:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,109,NA,NA,1,"U111352CVP","5/11/2011",315,"Fall/LateFall",0.998,"","Spring"
2011-05-11 09:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,110,NA,NA,1,"U111357CVP","5/11/2011",315,"Fall/LateFall",1,"","Spring"
2011-05-11 14:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,110,NA,NA,1,"U111377CVP","5/11/2011",315,"Fall/LateFall",0.99,"","Spring"
2011-05-11 07:45:00,"CVP",NA,NA,NA,NA,NA,NA,NA,111,NA,NA,1,"U111340CVP","5/11/2011",315,"Spring",0.541,"","Spring"
2011-05-11 12:05:00,"CVP",NA,NA,NA,NA,NA,NA,NA,90,NA,NA,1,"U111366CVP","5/11/2011",316,"Fall/LateFall",1,"","Fall"
2011-05-11 12:05:00,"CVP",NA,NA,NA,NA,NA,NA,NA,92,NA,NA,1,"U111364CVP","5/11/2011",316,"Fall/LateFall",1,"","Fall"
2011-05-11 14:50:00,"CVP",NA,NA,NA,NA,NA,NA,NA,110,NA,NA,2,"U111378CVP","5/11/2011",316,"Fall/LateFall",1,"","Spring"
2011-05-11 12:05:00,"CVP",NA,NA,NA,NA,NA,NA,NA,111,NA,NA,1,"U111365CVP","5/11/2011",316,"Fall/LateFall",1,"","Spring"
2011-05-11 12:05:00,"CVP",NA,NA,NA,NA,NA,NA,NA,115,NA,NA,1,"U111363CVP","5/11/2011",316,"Fall/LateFall",1,"","Spring"
2011-05-12 06:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,79,NA,NA,1,"U111431CVP","5/12/2011",316,"Fall/LateFall",0.563,"","Fall"
2011-05-12 09:20:00,"CVP",NA,NA,NA,NA,NA,NA,NA,94,NA,NA,1,"U111438CVP","5/12/2011",316,"Fall/LateFall",0.997,"","Fall"
2011-05-12 09:20:00,"CVP",NA,NA,NA,NA,NA,NA,NA,96,NA,NA,1,"U111443CVP","5/12/2011",316,"Fall/LateFall",1,"","Spring"
2011-05-12 09:20:00,"CVP",NA,NA,NA,NA,NA,NA,NA,102,NA,NA,1,"U111441CVP","5/12/2011",316,"Fall/LateFall",0.691,"","Spring"
2011-05-12 09:20:00,"CVP",NA,NA,NA,NA,NA,NA,NA,103,NA,NA,1,"U111442CVP","5/12/2011",316,"Fall/LateFall",0.986,"","Spring"
2011-05-12 09:20:00,"CVP",NA,NA,NA,NA,NA,NA,NA,107,NA,NA,1,"U111439CVP","5/12/2011",316,"Fall/LateFall",0.948,"","Spring"
2011-05-12 09:20:00,"CVP",NA,NA,NA,NA,NA,NA,NA,109,NA,NA,1,"U111440CVP","5/12/2011",316,"Fall/LateFall",1,"","Spring"
2011-05-13 09:55:00,"CVP",NA,NA,NA,NA,NA,NA,NA,104,NA,NA,1,"U111494CVP","5/13/2011",317,"Spring",0.868,"","Spring"
2011-05-13 11:45:00,"CVP",NA,NA,NA,NA,NA,NA,NA,104,NA,NA,1,"U111502CVP","5/13/2011",317,"Fall/LateFall",0.999,"","Spring"
2011-05-13 09:55:00,"CVP",NA,NA,NA,NA,NA,NA,NA,106,NA,NA,1,"U111493CVP","5/13/2011",317,"Fall/LateFall",0.997,"","Spring"
2011-05-14 23:59:00,"CVP",NA,NA,NA,NA,NA,NA,NA,89,NA,NA,1,"U111573CVP","5/14/2011",319,"Fall/LateFall",0.905,"","Fall"
2011-05-15 06:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,89,NA,NA,1,"U111581CVP","5/15/2011",319,"Fall/LateFall",0.992,"","Fall"
2011-05-16 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,91,NA,NA,1,"U111629CVP","5/16/2011",320,"Fall/LateFall",0.91,"","Fall"
2011-05-16 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,97,NA,NA,1,"U111620CVP","5/16/2011",320,"Fall/LateFall",0.996,"","Fall"
2011-05-16 22:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,97,NA,NA,1,"U111635CVP","5/16/2011",320,"Fall/LateFall",1,"","Fall"
2011-05-16 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,99,NA,NA,1,"U111628CVP","5/16/2011",320,"Spring",0.527,"","Spring"
2011-05-16 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,"U111627CVP","5/16/2011",320,"Fall/LateFall",0.968,"","Spring"
2011-05-16 22:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,112,NA,NA,1,"U111634CVP","5/16/2011",320,"Spring",0.648,"","Spring"
2011-05-16 22:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,113,NA,NA,2,"U111660CVP","5/16/2011",320,"Fall/LateFall",0.757,"","Spring"
2011-05-16 14:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,118,NA,NA,1,"U111617CVP","5/16/2011",320,"Fall/LateFall",0.732,"","Spring"
2011-05-16 22:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,91,NA,NA,1,"U111633CVP","5/16/2011",321,"Fall/LateFall",0.999,"","Fall"
2011-05-16 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,94,NA,NA,1,"U111624CVP","5/16/2011",321,"Fall/LateFall",0.999,"","Fall"
2011-05-16 22:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,94,NA,NA,1,"U111632CVP","5/16/2011",321,"Fall/LateFall",1,"","Fall"
2011-05-16 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,100,NA,NA,2,"U111625CVP","5/16/2011",321,"Fall/LateFall",0.999,"","Spring"
2011-05-16 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,101,NA,NA,1,"U111623CVP","5/16/2011",321,"Fall/LateFall",1,"","Spring"
2011-05-16 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,102,NA,NA,1,"U111622CVP","5/16/2011",321,"Fall/LateFall",0.999,"","Spring"
2011-05-16 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,102,NA,NA,2,"U111630CVP","5/16/2011",321,"Fall/LateFall",0.998,"","Spring"
2011-05-16 14:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,105,NA,NA,1,"U111616CVP","5/16/2011",321,"Fall/LateFall",0.996,"","Spring"
2011-05-16 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,105,NA,NA,3,"U111656CVP","5/16/2011",321,"Fall/LateFall",0.998,"","Spring"
2011-05-16 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,105,NA,NA,4,"U111658CVP","5/16/2011",321,"Fall/LateFall",0.997,"","Spring"
2011-05-17 02:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,93,NA,NA,1,"U111672CVP","5/17/2011",321,"Fall/LateFall",0.892,"","Fall"
2011-05-19 16:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,"U111827CVP","5/19/2011",324,"Fall/LateFall",0.999,"","Fall"
2011-05-21 22:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,106,NA,NA,2,"U111919CVP","5/21/2011",326,"Fall/LateFall",0.999,"","Spring"
2011-05-22 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,97,NA,NA,2,"U111962CVP","5/22/2011",326,"Fall/LateFall",1,"","Fall"
2011-05-23 02:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,98,NA,NA,1,"U111981CVP","5/23/2011",327,"Fall/LateFall",0.995,"","Fall"
2011-05-23 14:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,97,NA,NA,3,"U112005CVP","5/23/2011",328,"Fall/LateFall",0.993,"","Fall"
2011-05-23 14:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,"U112008CVP","5/23/2011",328,"Fall/LateFall",1,"","Fall"
2011-05-24 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,91,NA,NA,1,"U112047CVP","5/24/2011",328,"Fall/LateFall",0.994,"","Fall"
