ID,SampleDate,ForkLength,Julian,GeneticID,PosProb,Ots28,LengthByDate,SampleDate2
U110099SWP,1/20/2011,126,204,Fall/LateFall,0.917,,Winter,1/20/2011 13:00
U110096SWP,1/20/2011,128,204,Fall/LateFall,0.979,,Winter,1/20/2011 11:00
U110010SWP,1/20/2011,132,204,Fall/LateFall,0.958,,Winter,1/20/2011 19:00
U110098SWP,1/20/2011,141,204,Fall/LateFall,0.977,,Winter,1/20/2011 13:00
U110097SWP,1/20/2011,183,204,Fall/LateFall,0.888,,Late Fall,1/20/2011 11:00
U110100SWP,1/20/2011,251,204,Fall/LateFall,0.997,,Fall,1/20/2011 17:00
U110103SWP,1/21/2011,146,205,Fall/LateFall,0.997,,Winter,1/21/2011 15:00
U110102SWP,1/21/2011,177,205,Fall/LateFall,0.967,,Winter,1/21/2011 13:00
U110104SWP,1/22/2011,135,206,Winter,1,,Winter,1/22/2011 19:00
U110105SWP,1/23/2011,117,207,Fall/LateFall,0.942,,Winter,1/23/2011 17:00
U110106SWP,1/23/2011,131,207,Fall/LateFall,0.985,,Winter,1/23/2011 17:00
U110012SWP,1/25/2011,125,209,Fall/LateFall,0.996,,Winter,1/25/2011 18:00
U110107SWP,1/25/2011,130,209,Fall/LateFall,0.997,,Winter,1/25/2011 17:00
U110108SWP,1/31/2011,66,215,Fall/LateFall,0.988,,Spring,1/31/2011 17:00
U110109SWP,1/31/2011,137,215,Fall/LateFall,0.873,,Winter,1/31/2011 11:00
U110013SWP,2/1/2011,153,216,Fall/LateFall,0.513,,Winter,2/1/2011 18:00
U110110SWP,2/3/2011,138,218,Fall/LateFall,0.824,,Winter,2/3/2011 11:00
U110111SWP,2/15/2011,114,230,Winter,1,,Winter,2/15/2011 17:00
U110112SWP,2/15/2011,138,230,Fall/LateFall,0.998,,Winter,2/15/2011 11:59
U110014SWP,2/15/2011,158,230,Unassigned,0.611,,Winter,2/15/2011 11:59
U110113SWP,2/16/2011,142,231,Fall/LateFall,0.993,,Winter,2/16/2011 19:00
U110114SWP,2/17/2011,122,232,Fall/LateFall,0.919,,Winter,2/17/2011 11:00
U110116SWP,2/18/2011,118,233,Winter,1,,Winter,2/18/2011 11:00
U110117SWP,2/18/2011,127,233,Winter,0.999,,Winter,2/18/2011 19:00
U110015SWP,2/18/2011,132,233,Spring,0.597,,Winter,2/18/2011 13:00
U110115SWP,2/18/2011,142,233,Spring,0.954,,Winter,2/18/2011 11:00
U110118SWP,2/18/2011,167,233,Spring,0.863,,Winter,2/18/2011 19:00
U110016SWP,2/19/2011,124,234,Winter,1,,Winter,2/19/2011 11:00
U110017SWP,2/19/2011,128,234,Fall/LateFall,0.504,,Winter,2/19/2011 13:00
U110123SWP,2/19/2011,129,234,Winter,1,,Winter,2/19/2011 11:00
U110121SWP,2/19/2011,142,234,Fall/LateFall,0.955,,Winter,2/19/2011 13:00
U110119SWP,2/19/2011,149,234,Fall/LateFall,0.977,,Winter,2/19/2011 13:00
U110120SWP,2/19/2011,149,234,Winter,0.98,,Winter,2/19/2011 13:00
U110125SWP,2/19/2011,156,234,Fall/LateFall,0.958,,Winter,2/19/2011 11:59
U110122SWP,2/19/2011,173,234,Fall/LateFall,0.921,,Winter,2/19/2011 19:00
U110124SWP,2/19/2011,177,234,Fall/LateFall,0.638,,Winter,2/19/2011 11:00
U110126SWP,2/20/2011,121,235,Winter,1,,Winter,2/20/2011 11:00
U110128SWP,2/20/2011,142,235,Fall/LateFall,0.874,,Winter,2/20/2011 11:00
U110127SWP,2/20/2011,147,235,Fall/LateFall,0.989,,Winter,2/20/2011 13:00
U110020SWP,2/20/2011,152,235,Unassigned,0.516,,Winter,2/20/2011 17:00
U110018SWP,2/20/2011,153,235,Fall/LateFall,0.818,,Winter,2/20/2011 17:00
U110021SWP,2/20/2011,153,235,Fall/LateFall,0.809,,Winter,2/20/2011 19:00
U110019SWP,2/20/2011,172,235,Fall/LateFall,0.979,,Winter,2/20/2011 17:00
U110131SWP,2/21/2011,131,236,Winter,1,,Winter,2/21/2011 11:00
U110132SWP,2/21/2011,138,236,Fall/LateFall,0.991,,Winter,2/21/2011 13:00
U110134SWP,2/21/2011,141,236,Fall/LateFall,0.949,,Winter,2/21/2011 13:00
U110137SWP,2/21/2011,142,236,Fall/LateFall,0.789,,Winter,2/21/2011 11:00
U110022SWP,2/21/2011,148,236,Spring,0.908,,Winter,2/21/2011 11:00
U110129SWP,2/21/2011,159,236,Fall/LateFall,0.948,,Winter,2/21/2011 19:00
U110133SWP,2/21/2011,169,236,Fall/LateFall,0.93,,Winter,2/21/2011 13:00
U110135SWP,2/21/2011,173,236,Spring,0.799,,Winter,2/21/2011 15:00
U110130SWP,2/21/2011,176,236,Fall/LateFall,0.948,,Winter,2/21/2011 11:00
U110136SWP,2/21/2011,176,236,Fall/LateFall,0.999,,Winter,2/21/2011 16:57
U110143SWP,2/22/2011,120,237,Fall/LateFall,0.958,,Winter,2/22/2011 18:00
U110153SWP,2/22/2011,122,237,Unassigned,0.507,,Winter,2/22/2011 15:00
U110152SWP,2/22/2011,125,237,Winter,1,,Winter,2/22/2011 13:00
U110140SWP,2/22/2011,126,237,Fall/LateFall,0.956,,Winter,2/22/2011 18:00
U110150SWP,2/22/2011,128,237,Fall/LateFall,0.833,,Winter,2/22/2011 10:00
U110024SWP,2/22/2011,130,237,Spring,0.76,,Winter,2/22/2011 18:00
U110027SWP,2/22/2011,131,237,Fall/LateFall,0.985,,Winter,2/22/2011 11:00
U110147SWP,2/22/2011,132,237,Unassigned,0.51,,Winter,2/22/2011 18:00
U110144SWP,2/22/2011,136,237,Spring,0.499,,Winter,2/22/2011 18:00
U110149SWP,2/22/2011,137,237,Fall/LateFall,0.681,,Winter,2/22/2011 19:00
U110151SWP,2/22/2011,140,237,Spring,0.681,,Winter,2/22/2011 11:00
U110141SWP,2/22/2011,144,237,Fall/LateFall,0.983,,Winter,2/22/2011 18:00
U110026SWP,2/22/2011,145,237,Winter,0.999,,Winter,2/22/2011 19:00
U110142SWP,2/22/2011,146,237,Winter,1,,Winter,2/22/2011 18:00
U110138SWP,2/22/2011,148,237,Fall/LateFall,0.982,,Winter,2/22/2011 17:00
U110145SWP,2/22/2011,155,237,Spring,0.892,,Winter,2/22/2011 18:00
U110148SWP,2/22/2011,155,237,Fall/LateFall,0.985,,Winter,2/22/2011 18:00
U110025SWP,2/22/2011,160,237,Fall/LateFall,0.98,,Winter,2/22/2011 18:00
U110139SWP,2/22/2011,162,237,Fall/LateFall,0.934,,Winter,2/22/2011 18:00
U110146SWP,2/22/2011,186,237,Fall/LateFall,0.651,,Winter,2/22/2011 18:00
U110023SWP,2/22/2011,222,237,Fall/LateFall,0.945,,Winter,2/22/2011 18:00
U110154SWP,2/23/2011,124,238,Winter,0.99,,Winter,2/23/2011 13:00
U110155SWP,2/23/2011,145,238,Fall/LateFall,0.866,,Winter,2/23/2011 15:00
U110157SWP,2/23/2011,146,238,Winter,1,,Winter,2/23/2011 17:00
U110156SWP,2/23/2011,152,238,Winter,0.989,,Winter,2/23/2011 17:00
U110030SWP,2/24/2011,115,239,Winter,1,,Winter,2/24/2011 17:00
U110029SWP,2/24/2011,120,239,Winter,1,,Winter,2/24/2011 17:00
U110159SWP,2/24/2011,139,239,Fall/LateFall,0.901,,Winter,2/24/2011 11:00
U110033SWP,2/24/2011,146,239,Winter,1,,Winter,2/24/2011 17:00
U110160SWP,2/24/2011,149,239,Fall/LateFall,0.513,,Winter,2/24/2011 11:00
U110028SWP,2/24/2011,151,239,Winter,1,,Winter,2/24/2011 13:00
U110032SWP,2/24/2011,159,239,Fall/LateFall,0.819,,Winter,2/24/2011 17:00
U110158SWP,2/24/2011,160,239,Winter,1,,Winter,2/24/2011 17:00
U110031SWP,2/24/2011,168,239,Fall/LateFall,0.982,,Winter,2/24/2011 11:00
U110163SWP,2/25/2011,118,240,Spring,0.698,,Winter,2/25/2011 11:00
U110164SWP,2/25/2011,135,240,Unassigned,0.812,,Winter,2/25/2011 15:00
U110161SWP,2/25/2011,140,240,Fall/LateFall,0.898,,Winter,2/25/2011 16:57
U110166SWP,2/25/2011,150,240,Fall/LateFall,0.984,,Winter,2/25/2011 17:00
U110165SWP,2/25/2011,186,240,Winter,1,,Winter,2/25/2011 15:00
U110167SWP,2/26/2011,137,241,Winter,1,,Winter,2/26/2011 13:00
U110174SWP,2/28/2011,131,243,Spring,0.988,,Winter,2/28/2011 19:00
U110175SWP,2/28/2011,132,243,Winter,0.998,,Winter,2/28/2011 13:00
U110171SWP,2/28/2011,140,243,Spring,0.637,,Winter,2/28/2011 17:00
U110172SWP,2/28/2011,140,243,Fall/LateFall,0.85,,Winter,2/28/2011 17:00
U110173SWP,2/28/2011,140,243,Spring,0.981,,Winter,2/28/2011 17:00
U110176SWP,2/28/2011,143,243,Unassigned,0.479,,Winter,2/28/2011 19:00
U110168SWP,2/28/2011,146,243,Fall/LateFall,0.985,,Winter,2/28/2011 11:00
U110169SWP,2/28/2011,151,243,Fall/LateFall,0.746,,Winter,2/28/2011 13:00
U110170SWP,2/28/2011,167,243,Winter,0.978,,Winter,2/28/2011 15:00
U110181SWP,3/1/2011,120,244,Fall/LateFall,0.884,,Winter,3/1/2011 18:00
U110182SWP,3/1/2011,122,244,Fall/LateFall,0.934,,Winter,3/1/2011 18:00
U110183SWP,3/1/2011,129,244,Winter,1,,Winter,3/1/2011 18:00
U110184SWP,3/1/2011,133,244,Winter,1,,Winter,3/1/2011 19:00
U110186SWP,3/1/2011,140,244,Winter,0.917,,Winter,3/1/2011 11:00
U110187SWP,3/1/2011,149,244,Fall/LateFall,0.959,,Winter,3/1/2011 11:00
U110185SWP,3/1/2011,157,244,Winter,1,,Winter,3/1/2011 10:00
U110179SWP,3/1/2011,170,244,Fall/LateFall,0.999,,Winter,3/1/2011 18:00
U110178SWP,3/1/2011,176,244,Fall/LateFall,0.633,,Winter,3/1/2011 18:00
U110180SWP,3/1/2011,179,244,Winter,1,,Winter,3/1/2011 18:00
U110177SWP,3/1/2011,210,244,Spring,0.876,,Winter,3/1/2011 18:00
U110188SWP,3/2/2011,145,245,Fall/LateFall,0.962,,Winter,3/2/2011 11:00
U110189SWP,3/3/2011,120,246,Spring,0.679,,Winter,3/3/2011 11:00
U110190SWP,3/3/2011,130,246,Fall/LateFall,0.8,,Winter,3/3/2011 11:00
U110193SWP,3/3/2011,134,246,Winter,1,,Winter,3/3/2011 17:00
U110192SWP,3/3/2011,142,246,Winter,1,,Winter,3/3/2011 11:00
U110191SWP,3/3/2011,158,246,Fall/LateFall,0.989,,Winter,3/3/2011 19:00
U110194SWP,3/4/2011,121,247,Winter,1,,Winter,3/4/2011 11:00
U110195SWP,3/4/2011,137,247,Fall/LateFall,0.672,,Winter,3/4/2011 13:00
U110196SWP,3/4/2011,153,247,Winter,1,,Winter,3/4/2011 19:00
U110197SWP,3/5/2011,152,248,Spring,0.776,,Winter,3/5/2011 19:00
U110198SWP,3/6/2011,137,249,Winter,1,,Winter,3/6/2011 13:00
U110207SWP,3/7/2011,110,250,Winter,1,,Winter,3/7/2011 19:00
U110203SWP,3/7/2011,118,250,Winter,1,,Winter,3/7/2011 15:00
U110201SWP,3/7/2011,136,250,Fall/LateFall,0.62,,Winter,3/7/2011 13:00
U110199SWP,3/7/2011,137,250,Spring,1,,Winter,3/7/2011 17:00
U110205SWP,3/7/2011,140,250,Fall/LateFall,0.746,,Winter,3/7/2011 19:00
U110204SWP,3/7/2011,142,250,Fall/LateFall,0.978,,Winter,3/7/2011 19:00
U110209SWP,3/7/2011,145,250,Fall/LateFall,0.942,,Winter,3/7/2011 11:00
U110208SWP,3/7/2011,149,250,Winter,1,,Winter,3/7/2011 11:00
U110200SWP,3/7/2011,149,250,Fall/LateFall,0.796,,Winter,3/7/2011 19:00
U110206SWP,3/7/2011,153,250,Winter,0.999,,Winter,3/7/2011 19:00
U110202SWP,3/7/2011,189,250,Fall/LateFall,0.989,,Winter,3/7/2011 13:00
U110210SWP,3/8/2011,159,251,Spring,0.511,,Winter,3/8/2011 19:00
U110211SWP,3/8/2011,164,251,Fall/LateFall,0.881,,Winter,3/8/2011 11:00
U110213SWP,3/9/2011,120,252,Winter,1,,Winter,3/9/2011 19:00
U110214SWP,3/10/2011,121,253,Fall/LateFall,0.699,,Winter,3/10/2011 11:00
U110215SWP,3/10/2011,138,253,Unassigned,0.52,,Winter,3/10/2011 11:00
U110216SWP,3/10/2011,154,253,Unassigned,0.788,,Winter,3/10/2011 11:00
U110220SWP,3/11/2011,124,254,Winter,1,,Winter,3/11/2011 17:00
U110221SWP,3/11/2011,126,254,Winter,1,,Winter,3/11/2011 17:00
U110219SWP,3/11/2011,133,254,Spring,0.983,,Winter,3/11/2011 13:00
U110217SWP,3/11/2011,137,254,Winter,1,,Winter,3/11/2011 13:07
U110222SWP,3/11/2011,144,254,Winter,1,,Winter,3/11/2011 19:00
U110218SWP,3/11/2011,149,254,Winter,1,,Winter,3/11/2011 12:57
U110224SWP,3/12/2011,127,255,Winter,0.988,,Winter,3/12/2011 19:00
U110226SWP,3/12/2011,128,255,Winter,1,,Winter,3/12/2011 13:00
U110228SWP,3/12/2011,131,255,Winter,0.999,,Winter,3/12/2011 15:00
U110229SWP,3/12/2011,143,255,Winter,1,,Winter,3/12/2011 17:00
U110225SWP,3/12/2011,155,255,Fall/LateFall,0.896,,Winter,3/12/2011 11:00
U110223SWP,3/12/2011,158,255,Fall/LateFall,0.881,,Winter,3/12/2011 17:00
U110227SWP,3/12/2011,159,255,Fall/LateFall,0.746,,Winter,3/12/2011 13:00
U110232SWP,3/13/2011,119,256,Winter,1,,Winter,3/13/2011 19:00
U110230SWP,3/13/2011,128,256,Winter,1,,Winter,3/13/2011 11:00
U110231SWP,3/13/2011,134,256,Fall/LateFall,0.995,,Winter,3/13/2011 19:00
U110239SWP,3/14/2011,116,257,Winter,1,,Winter,3/14/2011 19:00
U110234SWP,3/14/2011,119,257,Winter,1,,Winter,3/14/2011 11:00
U110233SWP,3/14/2011,122,257,Winter,1,,Winter,3/14/2011 15:00
U110238SWP,3/14/2011,122,257,Winter,0.923,,Winter,3/14/2011 19:00
U110235SWP,3/14/2011,132,257,Winter,1,,Winter,3/14/2011 11:00
U110240SWP,3/14/2011,133,257,Spring,0.869,,Winter,3/14/2011 11:00
U110237SWP,3/14/2011,137,257,Winter,1,,Winter,3/14/2011 19:00
U110241SWP,3/14/2011,146,257,Fall/LateFall,0.757,,Winter,3/14/2011 11:00
U110236SWP,3/14/2011,151,257,Winter,1,,Winter,3/14/2011 19:00
U110243SWP,3/15/2011,131,258,Winter,1,,Winter,3/15/2011 10:00
U110242SWP,3/15/2011,133,258,Winter,1,,Winter,3/15/2011 13:00
U110244SWP,3/15/2011,168,258,Fall/LateFall,0.935,,Winter,3/15/2011 10:00
U110247SWP,3/16/2011,124,259,Winter,0.985,,Winter,3/16/2011 17:00
U110245SWP,3/16/2011,133,259,Winter,1,,Winter,3/16/2011 19:00
U110248SWP,3/16/2011,139,259,Winter,1,,Winter,3/16/2011 19:00
U110246SWP,3/16/2011,147,259,Winter,1,,Winter,3/16/2011 13:00
U110249SWP,3/16/2011,153,259,Fall/LateFall,0.851,,Winter,3/16/2011 11:00
U110253SWP,3/17/2011,94,260,Fall/LateFall,0.974,,Spring,3/17/2011 19:00
U110251SWP,3/17/2011,133,260,Winter,1,,Winter,3/17/2011 13:00
U110252SWP,3/17/2011,136,260,Winter,0.998,,Winter,3/17/2011 19:00
U110250SWP,3/17/2011,152,260,Fall/LateFall,0.773,,Winter,3/17/2011 11:00
U110256SWP,3/17/2011,152,260,Fall/LateFall,0.879,,Winter,3/17/2011 11:59
U110254SWP,3/17/2011,154,260,Winter,1,,Winter,3/17/2011 11:00
U110255SWP,3/17/2011,175,260,Fall/LateFall,0.849,,Winter,3/17/2011 11:59
U110259SWP,3/18/2011,120,261,Winter,1,,Winter,3/18/2011 11:00
U110261SWP,3/18/2011,139,261,Winter,1,,Winter,3/18/2011 11:00
U110260SWP,3/18/2011,146,261,Winter,1,,Winter,3/18/2011 11:00
U110257SWP,3/18/2011,147,261,Fall/LateFall,0.997,,Winter,3/18/2011 12:57
U110258SWP,3/18/2011,150,261,Winter,1,,Winter,3/18/2011 15:00
U110262SWP,3/19/2011,143,262,Fall/LateFall,0.752,,Winter,3/19/2011 11:00
U110034SWP,3/19/2011,174,262,Fall/LateFall,0.527,,Winter,3/19/2011 11:00
U110044SWP,3/20/2011,85,263,Fall/LateFall,0.999,,Spring,3/20/2011 11:02
U110045SWP,3/20/2011,103,263,Spring,0.905,,Spring,3/20/2011 11:02
U110043SWP,3/20/2011,110,263,Fall/LateFall,0.999,,Winter,3/20/2011 19:00
U110037SWP,3/20/2011,119,263,Unassigned,0.517,,Winter,3/20/2011 17:00
U110042SWP,3/20/2011,125,263,Winter,1,,Winter,3/20/2011 13:00
U110040SWP,3/20/2011,134,263,Winter,1,,Winter,3/20/2011 19:00
U110036SWP,3/20/2011,136,263,Winter,1,,Winter,3/20/2011 13:00
U110039SWP,3/20/2011,138,263,Fall/LateFall,0.679,,Winter,3/20/2011 19:00
U110035SWP,3/20/2011,145,263,Fall/LateFall,0.7,,Winter,3/20/2011 11:00
U110038SWP,3/20/2011,155,263,Unassigned,0.811,,Winter,3/20/2011 17:00
U110041SWP,3/20/2011,159,263,Fall/LateFall,0.806,,Winter,3/20/2011 11:00
U110046SWP,3/21/2011,108,264,Winter,1,,Spring,3/21/2011 13:07
U110051SWP,3/22/2011,89,265,Fall/LateFall,1,,Spring,3/22/2011 19:07
U110053SWP,3/22/2011,136,265,Fall/LateFall,0.995,,Winter,3/22/2011 11:00
U110049SWP,3/22/2011,136,265,Winter,1,,Winter,3/22/2011 18:00
U110050SWP,3/22/2011,150,265,Fall/LateFall,0.867,,Winter,3/22/2011 18:00
U110047SWP,3/22/2011,152,265,Spring,0.963,,Winter,3/22/2011 13:00
U110052SWP,3/22/2011,160,265,Fall/LateFall,0.756,,Winter,3/22/2011 11:00
U110048SWP,3/22/2011,175,265,Fall/LateFall,0.982,,Winter,3/22/2011 17:00
U110055SWP,3/23/2011,93,266,Fall/LateFall,0.944,,Spring,3/23/2011 16:00
U110054SWP,3/23/2011,181,266,Fall/LateFall,0.976,,Winter,3/23/2011 12:00
U110266SWP,3/27/2011,99,270,Spring,0.989,,Spring,3/27/2011 11:59
U110264SWP,3/27/2011,104,270,Fall/LateFall,0.553,,Spring,3/27/2011 11:02
U110265SWP,3/27/2011,132,270,Winter,1,,Winter,3/27/2011 11:59
U110263SWP,3/27/2011,149,270,Unassigned,0.558,,Winter,3/27/2011 19:00
U110271SWP,3/28/2011,84,271,Fall/LateFall,0.976,,Spring,3/28/2011 16:57
U110269SWP,3/28/2011,87,271,Fall/LateFall,0.883,,Spring,3/28/2011 15:02
U110268SWP,3/28/2011,91,271,Fall/LateFall,0.999,,Spring,3/28/2011 13:07
U110276SWP,3/28/2011,97,271,Fall/LateFall,0.993,,Spring,3/28/2011 10:04
U110274SWP,3/28/2011,98,271,Fall/LateFall,0.998,,Spring,3/28/2011 11:00
U110272SWP,3/28/2011,126,271,Winter,1,,Winter,3/28/2011 19:00
U110275SWP,3/28/2011,134,271,Fall/LateFall,0.507,,Winter,3/28/2011 11:00
U110267SWP,3/28/2011,135,271,Winter,1,,Winter,3/28/2011 19:00
U110277SWP,3/28/2011,156,271,Spring,0.562,,Winter,3/28/2011 11:00
U110273SWP,3/28/2011,158,271,Spring,0.636,,Winter,3/28/2011 11:00
U110278SWP,3/29/2011,67,272,Spring,0.845,,Fall,3/29/2011 12:57
U110293SWP,3/29/2011,73,272,Fall/LateFall,0.996,,Spring,3/29/2011 19:07
U110283SWP,3/29/2011,81,272,Fall/LateFall,0.95,,Spring,3/29/2011 15:00
U110305SWP,3/29/2011,88,272,Fall/LateFall,0.988,,Spring,3/29/2011 11:59
U110279SWP,3/29/2011,91,272,Fall/LateFall,0.963,,Spring,3/29/2011 12:57
U110301SWP,3/29/2011,92,272,Fall/LateFall,0.999,,Spring,3/29/2011 19:07
U110290SWP,3/29/2011,93,272,Fall/LateFall,0.922,,Spring,3/29/2011 19:07
U110287SWP,3/29/2011,94,272,Fall/LateFall,0.999,,Spring,3/29/2011 16:57
U110295SWP,3/29/2011,95,272,Fall/LateFall,0.906,,Spring,3/29/2011 11:02
U110300SWP,3/29/2011,95,272,Fall/LateFall,0.972,,Spring,3/29/2011 13:07
U110302SWP,3/29/2011,96,272,Fall/LateFall,0.923,,Spring,3/29/2011 11:02
U110299SWP,3/29/2011,98,272,Spring,0.94,,Spring,3/29/2011 13:00
U110284SWP,3/29/2011,99,272,Spring,0.728,,Spring,3/29/2011 15:02
U110282SWP,3/29/2011,100,272,Fall/LateFall,0.933,,Spring,3/29/2011 13:07
U110296SWP,3/29/2011,101,272,Fall/LateFall,0.989,,Spring,3/29/2011 12:57
U110294SWP,3/29/2011,106,272,Fall/LateFall,0.923,,Spring,3/29/2011 11:00
U110289SWP,3/29/2011,107,272,Fall/LateFall,0.507,,Spring,3/29/2011 12:00
U110281SWP,3/29/2011,107,272,Fall/LateFall,0.985,,Spring,3/29/2011 13:00
U110286SWP,3/29/2011,109,272,Fall/LateFall,0.991,,Spring,3/29/2011 16:57
U110292SWP,3/29/2011,110,272,Fall/LateFall,0.988,,Spring,3/29/2011 19:07
U110285SWP,3/29/2011,112,272,Spring,0.915,,Spring,3/29/2011 16:57
U110063SWP,3/29/2011,113,272,Fall/LateFall,0.705,,Spring,3/29/2011 12:00
U110059SWP,3/29/2011,114,272,Fall/LateFall,1,,Spring,3/29/2011 12:00
U110058SWP,3/29/2011,123,272,Fall/LateFall,0.905,,Winter,3/29/2011 12:00
U110298SWP,3/29/2011,139,272,Spring,0.603,,Winter,3/29/2011 13:00
U110056SWP,3/29/2011,141,272,Fall/LateFall,0.982,,Winter,3/29/2011 12:00
U110291SWP,3/29/2011,141,272,Spring,0.516,,Winter,3/29/2011 19:00
U110062SWP,3/29/2011,147,272,Winter,0.988,,Winter,3/29/2011 12:00
U110057SWP,3/29/2011,152,272,Winter,0.997,,Winter,3/29/2011 12:00
U110297SWP,3/29/2011,156,272,Fall/LateFall,0.973,,Winter,3/29/2011 11:00
U110288SWP,3/29/2011,156,272,Fall/LateFall,0.942,,Winter,3/29/2011 12:00
U110304SWP,3/29/2011,164,272,Spring,0.804,,Winter,3/29/2011 11:59
U110060SWP,3/29/2011,169,272,Fall/LateFall,0.505,,Winter,3/29/2011 12:00
U110303SWP,3/29/2011,178,272,Fall/LateFall,0.998,,Winter,3/29/2011 11:00
U110280SWP,3/29/2011,178,272,Fall/LateFall,0.916,,Winter,3/29/2011 13:00
U110061SWP,3/29/2011,184,272,Fall/LateFall,0.642,,Winter,3/29/2011 12:00
U110308SWP,3/31/2011,87,274,Spring,0.705,,Spring,3/31/2011 13:00
U110315SWP,3/31/2011,91,274,Fall/LateFall,0.717,,Spring,3/31/2011 19:00
U110312SWP,3/31/2011,93,274,Fall/LateFall,0.997,,Spring,3/31/2011 16:57
U110309SWP,3/31/2011,94,274,Fall/LateFall,0.964,,Spring,3/31/2011 15:00
U110306SWP,3/31/2011,96,274,Fall/LateFall,0.995,,Spring,3/31/2011 11:00
U110310SWP,3/31/2011,98,274,Spring,0.729,,Spring,3/31/2011 11:00
U110307SWP,3/31/2011,98,274,Fall/LateFall,0.999,,Spring,3/31/2011 12:57
U110314SWP,3/31/2011,98,274,Fall/LateFall,0.819,,Spring,3/31/2011 16:57
U110316SWP,3/31/2011,102,274,Fall/LateFall,0.958,,Spring,3/31/2011 11:02
U110313SWP,3/31/2011,148,274,Fall/LateFall,0.985,,Winter,3/31/2011 17:00
U110311SWP,3/31/2011,182,274,Spring,0.791,,Winter,3/31/2011 11:00
U110320SWP,4/1/2011,71,275,Fall/LateFall,0.972,,Fall,4/1/2011 16:57
U110321SWP,4/1/2011,88,275,Fall/LateFall,0.88,,Spring,4/1/2011 19:07
U110322SWP,4/1/2011,90,275,Fall/LateFall,0.999,,Spring,4/1/2011 12:00
U110317SWP,4/1/2011,92,275,Fall/LateFall,0.993,,Spring,4/1/2011 12:57
U110318SWP,4/1/2011,93,275,Fall/LateFall,0.947,,Spring,4/1/2011 12:57
U110319SWP,4/1/2011,98,275,Fall/LateFall,0.998,,Spring,4/1/2011 19:07
